River_Width,Indust_Areas,River_Slantness,Area_Type,Bed_soil_Saltness,Flow_Diverters,Length_of_Staritness,No_of_Streams_Mixing,No_of_River_Deep_Bends,Clayey_Soil_Presence,Mo_of_ExtractingPoints,River_Curvature,Sanity_Level,PH_Level,Dissolved_Oxygen,Zinc_Level,Normalized_carbon,Flourides_Presence,Water_Quality
232.86,2,0.03,2,0.4539,2,307.12,48,2,285.4238,16,158.29,17.52,5.4,10.5,4.2,3,1,2
2570.01,0,3.38,0,0.0037,0,1075.12,6,0,4.0861,5,8.95,2.58,7,14.8,1.6,1,0,0
2630.72,0,2.72,0,0.0096,0,1582.84,9,0,23.6733,4,11.14,3.14,6.8,14.2,1.7,0,0,0
2805.38,0,3.24,0,0.046,0,1130.61,14,0,9.3121,4,12.21,3.88,6.7,15.4,1.9,1,0,0
2470.57,0,3.52,0,0.0333,0,1928.24,17,0,37.8588,1,5.92,3.67,7.3,15.8,1.7,0,0,0
2752.36,0,3.14,0,0.0005,0,1213.87,9,0,30.0443,6,3.96,2.88,7.1,14.9,0.3,0,0,0
368.44,2,0.48,2,0.2799,2,172.45,49,2,224.2696,21,158.56,11.68,6.3,11.6,4.8,3,1,2
1954.75,1,1.22,1,0.1536,1,936.25,34,1,184.8902,15,88.59,5.8,8.4,13,3,2,1,1
967.95,2,0.08,2,0.4784,2,148.9,37,2,293.3506,17,193.24,12.62,5.9,10.6,4.3,3,1,2
824.5,2,0.48,2,0.4825,2,15.11,50,2,204.1705,17,217.36,10.18,6.2,11.9,5.5,3,1,2
1862.33,1,1.72,1,0.1017,1,933.94,24,1,109.7344,13,106.31,5.25,7.8,12.3,3.8,2,1,1
543.91,2,0.92,2,0.4103,2,36.46,41,2,216.4027,17,232.65,24.54,5.6,10.6,5,3,1,2
1450.94,1,2.14,1,0.1354,1,913.79,28,1,182.2273,11,42.06,7.7,8.8,12.8,3.7,2,1,1
1569.14,1,1.9,1,0.2069,1,845.71,32,1,100.739,14,117.88,7.1,8.6,13.8,3.1,2,1,1
1462.79,1,1.39,1,0.0666,1,525.41,24,1,110.6301,13,79.68,7.79,8.8,13.5,2.4,2,1,1
1346.75,1,1.9,1,0.1906,1,896.16,28,1,104.8604,9,36.02,5.45,8.3,12.9,2.3,2,1,1
1841.78,1,1.81,1,0.0884,1,505.5,26,1,164.6443,14,90.46,6.78,7.7,13,3.7,2,1,1
110.98,2,0.25,2,0.4987,2,341.17,43,2,216.9662,19,158.36,26.28,5.6,10.4,5.8,3,1,2
1995.04,1,2.23,1,0.2378,1,810.53,32,1,171.749,15,68.07,6.51,7.7,12.3,2.4,2,1,1
2928.96,0,3.81,0,0.0198,0,1243.12,2,0,20.8586,0,9.55,2.1,6.5,14,1.4,1,0,0
2743.69,0,3.02,0,0.0063,0,1230.14,11,0,4.7331,7,8.87,4.26,7.4,15.4,2,1,0,0
2499.02,0,3.49,0,0.016,0,1468.55,16,0,41.0897,5,17.53,2.38,6.8,16,0.3,1,0,0
333.6,2,0.35,2,0.2648,2,252.01,46,2,220.6045,19,151.48,15.46,5.3,11,5,3,1,2
2408.06,0,2.64,0,0.0095,0,1682,3,0,10.6397,0,13.84,4.09,6.9,14.5,0.9,0,0,0
1738.9,1,2.32,1,0.1707,1,839.62,35,1,83.5358,10,70.32,5.08,8.2,12.3,3.5,2,1,1
1188.45,1,1.3,1,0.1779,1,565.32,27,1,167.4635,9,97.7,6.2,7.9,13.5,3.5,2,1,1
298.77,2,0.37,2,0.2902,2,440.77,46,2,291.1146,17,158.45,11.91,5.4,10.9,4.6,3,1,2
1522.66,1,1.83,1,0.2096,1,628.12,28,1,175.0885,10,47.72,6.2,8.8,12.6,3.1,2,1,1
1400.62,1,1.1,1,0.2404,1,885.55,23,1,191.948,11,41.17,8.81,7.9,13.1,3.5,2,1,1
1795.06,1,1.51,1,0.2053,1,699.96,33,1,111.6477,9,23.15,6.48,8.1,13.3,3.4,2,1,1
1118.08,1,1.87,1,0.0563,1,588.15,29,1,169.0169,11,84.04,8.92,8,12.6,2.3,2,1,1
2346.85,0,3.6,0,0.0254,0,1992.76,17,0,22.1601,3,19.08,4.88,7.3,14.7,1.9,1,0,0
2022,0,2.88,0,0.0219,0,1544.11,20,0,41.9466,8,15.64,2.02,7.4,14.1,0.7,1,0,0
1003.78,1,2.26,1,0.0572,1,750.52,23,1,194.8575,13,115.57,8.67,8,13.3,2.5,2,1,1
1428.96,1,1.66,1,0.2111,1,735.26,32,1,103.2266,13,114,6.7,8.1,12.5,3.6,2,1,1
1842.44,1,1.53,1,0.1857,1,571.38,35,1,184.2038,9,127.9,8.11,8.8,12.4,2.4,2,1,1
1294.59,1,1.03,1,0.2464,1,941.11,32,1,181.696,9,24.14,5.14,8.3,14,3.1,2,1,1
1143.13,1,1.1,1,0.0622,1,880.3,31,1,96.5111,10,125.39,8.01,8,12.8,2.9,2,1,1
986.96,2,0.56,2,0.4008,2,17.14,45,2,206.1746,19,190.92,19.48,5.2,10.1,5.6,3,1,2
248.25,2,0.17,2,0.267,2,111.87,37,2,232.7547,19,183.24,9.69,6.1,10.3,4.8,3,1,2
2349.85,0,3.07,0,0.0009,0,1042.4,13,0,44.3576,5,5.48,3.35,7,14.4,1.9,1,0,0
1848.21,1,1.79,1,0.0797,1,719.91,21,1,98.3913,15,24.19,8.17,8,13.1,2.8,2,1,1
860.83,2,0.85,2,0.2949,2,137.53,40,2,231.234,21,174.91,10.45,5,11.4,4.1,3,1,2
1798.14,1,2.06,1,0.1404,1,839.58,30,1,137.0792,12,70.25,6.71,7.9,12.7,3.3,2,1,1
1710.19,1,1.29,1,0.0775,1,621.71,35,1,104.6625,12,48.89,5.24,7.9,12.3,3.6,2,1,1
2838.12,0,3.04,0,0.0398,0,1864.67,8,0,25.594,7,18.29,3.98,6.8,14.6,1.8,0,0,0
199.12,2,0.11,2,0.3528,2,432.22,49,2,288.0686,18,241.74,17.05,5.7,10.7,5.3,3,1,2
2589.56,0,3.6,0,0.0165,0,1519.02,14,0,15.6831,5,6.08,3,6.7,15.2,1.9,0,0,0
2365.19,0,2.92,0,0.0192,0,1685.05,15,0,21.515,5,8.25,3.27,7.3,15.5,0.5,1,0,0
514.6,2,0.59,2,0.3163,2,428.95,40,2,289.2592,16,181.28,21.38,6.1,10.4,6.1,3,1,2
1437.06,1,1.55,1,0.2362,1,921.62,33,1,188.9252,10,74.55,5.8,8.6,13,2.3,2,1,1
2239.7,0,3.18,0,0.0497,0,1309.5,6,0,16.8322,7,15.83,2.26,6.8,15.2,1.1,0,0,0
2668.48,0,3.89,0,0.0164,0,1364.7,9,0,62.069,2,3.26,1.73,7.3,15.7,0.6,0,0,0
2739.98,0,2.66,0,0.0245,0,1796.37,2,0,9.948,2,1.21,3.12,6.7,16,1.2,1,0,0
192.87,2,0.67,2,0.3605,2,391.94,37,2,262.8516,21,183.53,19.22,5.2,11.1,5.4,3,1,2
2244.52,0,3.89,0,0.0027,0,1968.21,9,0,12.2613,2,0.34,3.15,7.4,14.4,0.6,0,0,0
2889.65,0,3.04,0,0.016,0,1780.15,20,0,41.4411,1,19.64,2.82,7.4,15.4,0.1,1,0,0
423.54,2,0.92,2,0.3229,2,445.17,45,2,279.7778,18,179.74,22.54,5.8,10.6,4.3,3,1,2
1782.85,1,1.3,1,0.142,1,694.63,34,1,197.9743,9,43.29,8.46,8.4,13.6,3.8,2,1,1
302.1,2,0.63,2,0.337,2,320.26,39,2,290.0068,20,232.23,11.63,6,10.4,4.3,3,1,2
566.88,2,0.94,2,0.3302,2,474.87,36,2,253.4752,21,139.5,23.35,6.3,11.9,5.3,3,1,2
932.22,2,0.08,2,0.2536,2,397.05,40,2,267.7456,20,211.64,23.67,5.3,11.5,4.4,3,1,2
1241.35,1,2.23,1,0.1779,1,768.05,21,1,171.6998,13,24.7,7.42,7.8,12.4,3,2,1,1
2360.44,0,3.84,0,0.0206,0,1741.68,18,0,37.9646,3,7.53,0.91,6.7,14.2,2,1,0,0
618.67,2,0.7,2,0.47,2,178.42,47,2,224.9906,16,148.26,14.13,5.9,10.4,4.2,3,1,2
118.71,2,0.31,2,0.2589,2,217.59,46,2,236.6705,17,144.7,26.52,6,12.1,5.9,3,1,2
1246.31,1,2.23,1,0.0621,1,817.4,35,1,186.973,11,55.97,7.72,9,12.7,3.4,2,1,1
1763.04,1,2.27,1,0.2089,1,535.51,22,1,80.4738,12,55.35,7.18,8.3,12.2,2.4,2,1,1
955.54,2,0.18,2,0.2584,2,188.58,38,2,219.0082,19,151.07,16.2,6.4,10.5,5.5,3,1,2
2527.24,0,3.46,0,0.0415,0,1510.74,9,0,3.1398,6,10.81,2.91,6.9,15.2,1.8,1,0,0
176.37,2,0.72,2,0.4053,2,288.21,40,2,269.1163,19,144.94,13.58,5.7,12.1,6.1,3,1,2
2659.74,0,3.35,0,0.0025,0,1533.76,12,0,49.7989,2,14.21,2.69,7.3,15.5,1.4,0,0,0
937.4,2,0.77,2,0.4409,2,428.43,37,2,252.4554,18,150.62,12.2,6.2,10.8,5.8,3,1,2
2653.8,0,3.93,0,0.016,0,1694.11,11,0,32.6227,8,0.61,1.75,6.5,14.8,1,1,0,0
1347.49,1,1.93,1,0.1125,1,760.33,33,1,152.3482,9,100.98,8.86,8.1,13.3,2.6,2,1,1
2739.05,0,3.9,0,0.0277,0,1530.43,17,0,36.433,5,3.12,0.82,7.2,15.5,0.3,1,0,0
2873.25,0,3.25,0,0.0365,0,1702.21,15,0,16.3702,3,17.15,3.18,6.5,15.4,2,0,0,0
582.08,2,0.82,2,0.3703,2,378.62,39,2,218.6181,20,188.18,19.02,5,10.1,4.7,3,1,2
2021.44,0,3.59,0,0.0105,0,1671,18,0,13.4247,0,1.63,2.16,6.6,15.7,1.9,0,0,0
1603.38,1,1.12,1,0.1184,1,533.48,30,1,123.7026,12,105.14,7.79,8,12.5,3.6,2,1,1
1880.91,1,1.76,1,0.0816,1,528.03,26,1,81.7805,14,113.92,7.64,8.8,13.5,3.9,2,1,1
715.06,2,0.77,2,0.2562,2,80.01,40,2,262.428,20,246.3,17.15,5.8,11.3,4.2,3,1,2
1152.95,1,1.02,1,0.1726,1,720.88,22,1,106.0992,13,126.05,8.64,8.7,12.1,2.5,2,1,1
1743,1,1.88,1,0.0972,1,776.05,29,1,90.854,13,59.62,7.69,8,12.5,2.6,2,1,1
1608.18,1,2.19,1,0.1883,1,703.54,23,1,103.3523,9,27.56,8.66,8.7,13,2.6,2,1,1
1207.99,1,1.22,1,0.1452,1,506.3,26,1,79.9897,10,31.15,8.13,8.2,13,4,2,1,1
2963.77,0,3.78,0,0.0104,0,1993.82,1,0,26.9686,8,17.75,0.25,7.1,14.7,0,1,0,0
1796.5,1,1.33,1,0.1578,1,919.58,25,1,163.4521,13,60.54,8.48,8.8,14,2.3,2,1,1
1249.88,1,1.45,1,0.0569,1,516.81,22,1,148.2599,10,124.21,5.33,8.4,12.3,3.9,2,1,1
1825.56,1,1.57,1,0.2023,1,515.36,33,1,154.1076,14,122.41,5.84,8,12.2,2.4,2,1,1
558.72,2,0.15,2,0.4848,2,227.01,46,2,217.4027,19,183.54,15.6,5.8,11.4,4.5,3,1,2
90.13,2,0.09,2,0.4651,2,24.71,49,2,209.2036,16,219.02,19.79,5.6,12,4.5,3,1,2
1214.12,1,1.03,1,0.089,1,785.43,24,1,163.8681,11,32.68,7.23,7.9,12.9,2.9,2,1,1
1551.82,1,1.84,1,0.0979,1,866.54,26,1,139.4224,9,117.74,6.34,8.4,13.9,4,2,1,1
482.92,2,0.26,2,0.2909,2,227.85,45,2,209.6928,17,214.23,24.85,5.7,12,5.2,3,1,2
1639.93,1,1.75,1,0.2477,1,995.13,35,1,193.1107,10,60.38,6.11,8.5,13.4,2.7,2,1,1
2841.75,0,3.85,0,0.029,0,1136.82,19,0,67.0945,7,14.5,4.49,6.6,14,0.3,0,0,0
259.47,2,0.64,2,0.2616,2,389.76,43,2,242.6599,20,183.22,26.27,6.3,10.1,5.5,3,1,2
1933.88,1,2.04,1,0.1987,1,627.53,32,1,137.0343,14,116.06,7.23,8.1,12.3,3.6,2,1,1
1940.06,1,1.62,1,0.084,1,648.6,30,1,152.4216,13,39.49,6.07,8.5,13.2,3.8,2,1,1
2884.66,0,3.72,0,0.0091,0,1685.74,17,0,46.7944,5,9.25,4.5,7.3,14.7,0.5,0,0,0
1213.91,1,2.13,1,0.064,1,828.2,33,1,90.1361,14,35.23,8.65,8.5,14,3.7,2,1,1
169.44,2,0.16,2,0.2814,2,194.78,36,2,241.2444,18,204.73,15.63,6.1,11,6,3,1,2
2995.37,0,3.3,0,0.0252,0,1588.5,15,0,9.9816,2,19.18,3.99,7.3,15,1.4,0,0,0
1166.36,1,1.03,1,0.1338,1,853.48,30,1,115.9739,15,23.85,8.59,8.6,14,3.9,2,1,1
2335.76,0,3.77,0,0.0383,0,1104.05,16,0,73.5195,6,18.76,0.16,7.3,15.9,0.3,1,0,0
748.21,2,0.93,2,0.2522,2,317.88,45,2,230.2612,18,201,22.45,5.8,11,5.2,3,1,2
1879.47,1,1.84,1,0.1467,1,613.43,26,1,182.3706,11,87.66,7.69,8.6,13.9,3,2,1,1
2086.79,0,3.45,0,0.0132,0,1454.84,16,0,62.0071,2,11.47,2.86,6.7,15.5,0.9,1,0,0
2685.88,0,3.01,0,0.0488,0,1368.01,18,0,33.9376,4,9.09,2.56,6.6,14.7,0.6,1,0,0
1117.68,1,1.38,1,0.097,1,822.3,27,1,87.9938,14,99.3,7.11,8.9,12.6,3.1,2,1,1
21.77,2,0.7,2,0.2608,2,468.1,43,2,249.924,18,168.74,15.54,5,11.9,5.9,3,1,2
164.16,2,0.27,2,0.2879,2,73.06,41,2,217.6949,19,182,18.79,6.3,10.5,4.4,3,1,2
1653.79,1,1.36,1,0.2187,1,846.41,25,1,171.8868,15,119.84,8.51,7.8,12.6,2.4,2,1,1
2537.92,0,2.88,0,0.0053,0,1079.17,14,0,31.861,6,19.04,3.8,7,15.6,0.8,0,0,0
222.28,2,0.34,2,0.3786,2,472.83,36,2,295.643,21,209.53,13.62,5,11.6,5.9,3,1,2
2772.36,0,3.22,0,0.025,0,1282.54,11,0,61.3752,4,12.66,4.87,6.6,14.5,0.2,0,0,0
828.99,2,0.3,2,0.2667,2,148.67,39,2,220.6993,21,218.06,25.44,5.4,10.7,4.8,3,1,2
2171.63,0,2.82,0,0.0413,0,1702.93,10,0,39.7277,8,17.63,1.47,6.8,14.1,1,1,0,0
1677.99,1,1.71,1,0.1046,1,950.39,35,1,80.9812,10,109.17,6.79,8.2,13.3,3.2,2,1,1
2382.99,0,3.48,0,0.0126,0,1767.54,9,0,55.8399,0,1.74,1.21,6.9,14.1,1.7,0,0,0
2345.03,0,3.15,0,0.0032,0,1270.7,11,0,57.2936,2,14.97,1.58,6.8,15.3,0.1,0,0,0
739.73,2,0.03,2,0.3728,2,59.93,40,2,280.6174,19,160.39,24.43,5.1,10.4,5.8,3,1,2
2993.85,0,2.68,0,0.0329,0,1354.43,0,0,3.4204,5,14.35,2.16,6.6,16,0.1,0,0,0
1720.54,1,1.94,1,0.2339,1,734.08,23,1,192.3672,12,66.65,5.16,8.5,12.2,3,2,1,1
391.16,2,0.08,2,0.3236,2,430.27,38,2,227.4902,21,233.8,18.57,6.1,11.8,4.2,3,1,2
1031.21,1,1.66,1,0.2199,1,701.99,31,1,161.6784,14,115.81,6.87,7.6,13.4,2.8,2,1,1
2410.14,0,2.52,0,0.0215,0,1431.56,8,0,20.8891,8,18.06,4.42,6.6,14.1,0.8,0,0,0
2363.35,0,3.69,0,0.0284,0,1960.41,1,0,32.4207,8,10.07,2.25,7.2,15,1.2,0,0,0
1178.78,1,1.86,1,0.1135,1,869.11,35,1,86.1011,13,53.11,8.06,8.2,13.5,3.4,2,1,1
287.04,2,0.66,2,0.4295,2,352.22,38,2,296.4329,21,195.87,14.13,5.2,11.7,6,3,1,2
1307.56,1,1.02,1,0.216,1,988.5,23,1,156.3896,15,36.34,9,8.1,13.2,2.3,2,1,1
804.41,2,0.02,2,0.3141,2,379.12,42,2,262.3989,21,161.05,9.06,5.3,10.9,5.3,3,1,2
2797.57,0,2.98,0,0.0305,0,1786.06,0,0,51.858,0,11.26,0.94,7.1,15.4,0.5,1,0,0
457.29,2,0.7,2,0.3849,2,443.52,50,2,259.7125,16,231.2,13.6,5.2,10.8,5.3,3,1,2
2813.38,0,2.95,0,0.0295,0,1681.46,9,0,34.0051,4,15.31,0.44,7.2,14.3,1.2,0,0,0
494.48,2,0.02,2,0.2743,2,209.35,41,2,272.7437,20,200.25,17.61,5.9,11.6,5.1,3,1,2
671.31,2,0.31,2,0.336,2,363.18,50,2,201.4,19,167.44,27.21,5.3,11.9,5.3,3,1,2
1054.75,1,1.94,1,0.2385,1,863.8,29,1,110.1656,12,106.58,8.06,7.9,13.2,3.9,2,1,1
2346.65,0,2.58,0,0.0097,0,1869.99,13,0,31.0828,6,5.9,1.82,6.6,15,1.8,1,0,0
83.27,2,0.19,2,0.253,2,238.7,45,2,253.7441,21,223.86,22.54,5.2,11,4.8,3,1,2
241.13,2,0.08,2,0.3762,2,224.92,38,2,232.4727,17,249.08,23.49,6,11.1,4.8,3,1,2
435.96,2,0.9,2,0.2552,2,310.08,44,2,221.7812,20,162.2,12.53,6.3,10.4,4.1,3,1,2
687.31,2,0.89,2,0.3022,2,367.98,47,2,272.4252,18,192.13,12.91,5.9,10.7,5.6,3,1,2
338.56,2,0.26,2,0.3122,2,88.88,40,2,259.1656,17,175.41,26.08,5.2,10.4,5.4,3,1,2
2317.94,0,2.93,0,0.0032,0,1140.95,3,0,27.8615,2,2.58,4.58,6.7,15.4,0.7,0,0,0
1902.41,1,1.66,1,0.2453,1,987.02,22,1,131.8222,12,70.38,7.12,8.4,12.3,2.1,2,1,1
1283.14,1,1.22,1,0.2193,1,926.56,26,1,122.6907,15,52.48,6.78,9,13,3.8,2,1,1
2857.43,0,2.99,0,0.0033,0,1741.05,16,0,73.3566,2,9.12,2.36,6.7,16,0.8,0,0,0
2695.46,0,2.7,0,0.0004,0,1197.96,17,0,15.1933,2,7.75,3.56,7.3,15.8,0.8,0,0,0
1990.72,1,2.08,1,0.1775,1,778.86,25,1,97.5525,12,121.55,5.58,7.9,13.4,2.9,2,1,1
315.54,2,0.56,2,0.3729,2,420.13,45,2,283.5446,19,224.12,21.53,6.3,11.1,4.8,3,1,2
2503.88,0,3.88,0,0.0451,0,1148.03,16,0,37.5416,7,3.29,0.05,6.7,14.2,1.7,1,0,0
388.39,2,0.1,2,0.3134,2,28.25,47,2,237.168,21,183.41,23.73,5.1,11.8,5.3,3,1,2
587.21,2,0.44,2,0.4734,2,276.14,49,2,265.6306,21,231.6,22.13,5.7,11.9,5.4,3,1,2
1242.59,1,1.83,1,0.2336,1,599.77,21,1,146.5671,9,115.96,6.94,8.4,12.1,3.8,2,1,1
414.03,2,0.42,2,0.3512,2,444.25,39,2,214.3278,16,226.69,16.79,6,10.6,6,3,1,2
2757.6,0,3.79,0,0.0317,0,1926.94,19,0,24.0765,5,14.56,3.34,7.5,15.7,1.2,1,0,0
2725.63,0,2.54,0,0.046,0,1767.12,13,0,59.0947,6,3.3,2.84,7.3,15.3,0.4,0,0,0
2320.51,0,3.16,0,0.0337,0,1404.74,15,0,11.1152,5,9.17,2.71,7.1,15.8,0.9,1,0,0
330.64,2,0.33,2,0.3624,2,129.55,39,2,252.1104,21,241.22,21.5,5.3,11.5,5.4,3,1,2
1404.63,1,1.84,1,0.1205,1,895.38,35,1,157.4997,13,96.75,5.17,8.9,12.5,3.3,2,1,1
2659.52,0,3.09,0,0.0497,0,1670.51,15,0,18.4036,1,3.55,0.27,6.9,14,0.3,1,0,0
2783.47,0,3.06,0,0.0281,0,1823.32,10,0,5.106,0,2.28,2.15,6.8,15.7,1.5,0,0,0
1204.85,1,1.58,1,0.0836,1,961.03,24,1,83.3608,9,117.37,6.05,7.8,12.3,2.5,2,1,1
2245.22,0,3.24,0,0.0279,0,1020.46,3,0,5.7995,7,0.51,1.17,7,15.6,1.5,0,0,0
140.15,2,0.24,2,0.2988,2,296.77,39,2,263.6401,21,234.29,17.26,5.4,10.2,5.3,3,1,2
1048.84,1,2.26,1,0.1435,1,851.66,35,1,160.1552,15,25.06,5.05,8.8,13.9,3.8,2,1,1
2633.27,0,2.81,0,0.0375,0,1546.82,0,0,32.6353,3,18.17,1.58,7.4,15.8,1.6,0,0,0
217.79,2,0.27,2,0.3874,2,290.44,47,2,233.3244,18,144.62,11.6,5.7,11,5.7,3,1,2
1942.08,1,2.02,1,0.2332,1,820.72,31,1,126.6927,14,23.3,5.88,8.3,12.1,3.9,2,1,1
1680.04,1,1.31,1,0.1951,1,845.54,34,1,150.2197,14,125.29,5.46,7.8,12.2,2.3,2,1,1
105.18,2,0.25,2,0.2683,2,230.49,43,2,205.2318,19,187.22,11.22,5.3,10.9,5.8,3,1,2
662.42,2,0.67,2,0.4989,2,33.89,50,2,261.5906,16,165.93,21.79,6.2,10.2,5.6,3,1,2
336.81,2,0.67,2,0.3077,2,265.39,47,2,289.8967,20,141.34,27.36,5.4,11.6,5,3,1,2
1318.7,1,1.42,1,0.1944,1,894.63,25,1,163.3,11,129.1,5.84,8.1,13.5,2.5,2,1,1
2855.1,0,2.88,0,0.0316,0,1146.97,9,0,50.0717,3,2.47,0.56,7.3,14.9,1.8,1,0,0
138.94,2,0.18,2,0.2941,2,291.72,37,2,247.0292,16,215.21,22.24,6,11.1,4.4,3,1,2
2453.37,0,2.9,0,0.0422,0,1751.63,13,0,10.2773,5,3.61,3.8,7.3,15.3,1.3,0,0,0
852.57,2,0.44,2,0.4692,2,336.54,41,2,275.0397,19,201.8,28.66,6.3,11.2,4.5,3,1,2
2039.12,0,2.94,0,0.031,0,1014.76,12,0,46.8272,4,11.64,1.59,6.7,14,2,1,0,0
709.49,2,0.95,2,0.3351,2,84.95,47,2,254.1378,17,171.12,19.16,5.7,11.9,5.3,3,1,2
429.09,2,0.68,2,0.3558,2,400.35,46,2,249.6525,21,225.67,28.66,5,10.8,5.7,3,1,2
1166.82,1,1.87,1,0.2019,1,888.39,29,1,164.2834,12,62.39,6.42,8.7,12.4,3.7,2,1,1
769.23,2,0.97,2,0.2551,2,108.86,38,2,237.3679,16,139.5,10.33,6.1,11.4,5.7,3,1,2
2009.34,0,3.5,0,0.0373,0,1794.82,17,0,1.836,1,10.7,1.38,7.1,15.5,0.1,1,0,0
2165.39,0,3.5,0,0.0489,0,1097.88,20,0,51.7915,7,8.76,2.27,7.3,15.4,0.5,1,0,0
713.27,2,0.03,2,0.3146,2,239.57,46,2,272.6846,21,132.12,10.46,6.1,11.1,5.2,3,1,2
2451.95,0,3.52,0,0.0308,0,1683.57,11,0,49.4674,5,16.2,0.95,7.4,14.4,1.7,0,0,0
2236.74,0,3,0,0.0311,0,1876.22,8,0,49.1557,8,10.88,2.62,6.6,15.4,0.4,1,0,0
44.04,2,0.44,2,0.3079,2,239.05,45,2,299.2334,21,228.11,24.66,6.1,11.7,5.2,3,1,2
2855.14,0,2.84,0,0.0296,0,1915.6,18,0,57.4431,8,14.35,2,6.6,16,1.7,0,0,0
372.46,2,0.86,2,0.4438,2,169.67,38,2,282.5323,16,223.09,14.02,6.3,11.4,4.4,3,1,2
1563.59,1,1.5,1,0.2303,1,847.45,33,1,133.8935,15,50.1,8.85,7.6,13.6,3.8,2,1,1
255.41,2,0.48,2,0.341,2,256.56,50,2,212.1404,20,221.75,25.17,5.9,11.8,5.2,3,1,2
1010.74,1,1.82,1,0.1959,1,843.23,35,1,144.5825,9,57.94,6.62,8.6,13.2,2.1,2,1,1
592.4,2,0.71,2,0.2966,2,431.22,46,2,224.9288,16,138.04,16.78,6.4,11.6,5.5,3,1,2
1372.3,1,2.37,1,0.0755,1,888.94,33,1,199.3331,10,80.53,7.49,8.5,13.7,2.7,2,1,1
177.82,2,0.04,2,0.3709,2,279.97,41,2,231.3649,19,185.91,13.62,6.1,10.5,5.5,3,1,2
2574.8,0,3.04,0,0.0151,0,1855.21,17,0,20.1723,3,15.75,1.45,7.4,15.9,1.2,0,0,0
2424.24,0,2.57,0,0.0468,0,1304.09,11,0,66.4297,3,3.71,1.15,7.2,14,0.7,1,0,0
410.01,2,0.02,2,0.3113,2,314.89,46,2,254.8338,16,164.05,27.87,5,10.1,5.1,3,1,2
343.62,2,0.29,2,0.3612,2,97.11,37,2,205.1373,18,140.59,26.32,5.6,11,4.8,3,1,2
1396.25,1,2.08,1,0.0904,1,579.83,30,1,104.3431,10,38.59,5.87,8.9,13.3,2.4,2,1,1
980.95,2,0.09,2,0.3154,2,386.72,43,2,264.1585,16,146.72,19.52,5.8,11.7,5.8,3,1,2
2017.09,0,3.05,0,0.0165,0,1302.27,4,0,69.1173,1,14.22,3.63,7.4,14.2,0.5,1,0,0
2072.21,0,3.39,0,0.0225,0,1215.17,9,0,26.6809,7,17.44,1.07,7.2,15.4,1.4,1,0,0
2942.33,0,3.79,0,0.0254,0,1708.26,13,0,9.4712,8,0.03,3.11,7.5,15.5,1.9,1,0,0
1784,1,1.58,1,0.1938,1,925.11,32,1,186.9949,13,96.47,7,8.9,12.2,2.5,2,1,1
2969.75,0,3.69,0,0.0164,0,1267.17,13,0,66.4122,8,12.54,2.81,7.1,14.5,0.8,1,0,0
1244.33,1,2.27,1,0.2322,1,807.57,28,1,165.6676,14,117.86,8.88,8.1,13.3,3.4,2,1,1
2485.45,0,3.22,0,0.0429,0,1365.63,5,0,14.0848,3,12.26,1.36,6.7,14.2,0,0,0,0
2721.55,0,3.44,0,0.0076,0,1493.16,11,0,72.0803,1,8.34,2.23,6.6,14.1,0.3,0,0,0
2473.3,0,2.64,0,0.0377,0,1975.15,16,0,56.8205,4,0.86,3.05,7.3,15.1,1.2,1,0,0
2935.31,0,3.49,0,0.0473,0,1251.69,20,0,0.2614,3,3.5,2.56,7.5,15.4,0.1,1,0,0
367.53,2,0.08,2,0.2626,2,227.45,44,2,240.3519,21,198.2,16.07,5.3,11,5.9,3,1,2
1270.02,1,1.03,1,0.1446,1,862.33,28,1,199.3414,9,26.47,8.99,8.8,12.3,2.9,2,1,1
2239.41,0,3.29,0,0.0384,0,1020.68,8,0,23.3931,2,4.35,3.85,6.9,14.4,1.8,0,0,0
2339.06,0,2.9,0,0.0462,0,1006.75,19,0,7.7162,6,19.42,4.56,7.3,15.8,1.2,1,0,0
2920.42,0,3.76,0,0.0153,0,1429.04,7,0,60.0695,8,15.4,1.91,6.6,15.1,1.3,0,0,0
114.41,2,0.53,2,0.4832,2,399.4,46,2,275.4774,20,202.95,28.02,6.3,10.6,4.9,3,1,2
2696.28,0,2.87,0,0.0151,0,1991.49,4,0,0.1519,8,4.8,3.33,6.6,14.7,1.4,0,0,0
1525.88,1,1.4,1,0.213,1,755.25,29,1,165.4361,13,104.71,7.41,7.8,12.3,2.6,2,1,1
956.08,2,0.89,2,0.3041,2,362.83,47,2,216.2986,21,195.62,22.25,5.8,10.8,5,3,1,2
701.12,2,0.52,2,0.3794,2,144.73,41,2,229.2637,16,200.49,24.77,5.1,11.6,5.3,3,1,2
1852.5,1,1.85,1,0.2258,1,616,29,1,133.8932,15,34.08,5.23,8.9,12.4,3.9,2,1,1
2414.98,0,3.94,0,0.0018,0,1769.38,19,0,53.9002,1,11.5,1.61,7,15.5,0.2,0,0,0
1469.44,1,1.93,1,0.1271,1,720.8,22,1,167.8042,13,104.92,6.72,8.7,12.6,3.1,2,1,1
1179.11,1,2.24,1,0.1122,1,657.13,22,1,115.2803,15,121.36,7.94,8.8,12.2,2.5,2,1,1
540.74,2,0.29,2,0.4717,2,288.41,47,2,250.4582,20,240.02,15.01,5.1,11.9,6,3,1,2
